Labor Force Data by County									
LAUS_Code	 State_FIPS_Code	 County_FIPS_Code	 County_Name_State_Abbreviation	Year	EMPTY	Force	Employed	Unemployed	 UnemploymentPercentage
CN2114300000000	21	143	"Lyon County, KY"	2012		"3,466"	"3,164"	302	8.7
CN2114500000000	21	145	"McCracken County, KY"	2012		"31,825"	"29,327"	"2,498"	7.8
CN2114700000000	21	147	"McCreary County, KY"	2012		"5,792"	"5,023"	769	13.3
CN2114900000000	21	149	"McLean County, KY"	2012		"4,636"	"4,262"	374	8.1
CN2115100000000	21	151	"Madison County, KY"	2012		"45,500"	"42,450"	"3,050"	6.7
CN2115300000000	21	153	"Magoffin County, KY"	2012		"4,262"	"3,557"	705	16.5
CN2115500000000	21	155	"Marion County, KY"	2012		"10,397"	"9,564"	833	8
CN2115700000000	21	157	"Marshall County, KY"	2012		"14,816"	"13,545"	"1,271"	8.6
CN2115900000000	21	159	"Martin County, KY"	2012		"3,734"	"3,351"	383	10.3
CN2116100000000	21	161	"Mason County, KY"	2012		"8,661"	"7,932"	729	8.4
CN2116300000000	21	163	"Meade County, KY"	2012		"12,384"	"11,131"	"1,253"	10.1
CN2116500000000	21	165	"Menifee County, KY"	2012		"2,508"	"2,197"	311	12.4
CN2116700000000	21	167	"Mercer County, KY"	2012		"10,118"	"9,270"	848	8.4
CN2116900000000	21	169	"Metcalfe County, KY"	2012		"4,278"	"3,935"	343	8
CN2117100000000	21	171	"Monroe County, KY"	2012		"4,846"	"4,494"	352	7.3
CN2117300000000	21	173	"Montgomery County, KY"	2012		"12,992"	"11,920"	"1,072"	8.3
CN2117500000000	21	175	"Morgan County, KY"	2012		"5,394"	"4,777"	617	11.4
CN2117700000000	21	177	"Muhlenberg County, KY"	2012		"13,130"	"11,892"	"1,238"	9.4
CN2117900000000	21	179	"Nelson County, KY"	2012		"21,375"	"19,518"	"1,857"	8.7
CN2118100000000	21	181	"Nicholas County, KY"	2012		"3,186"	"2,886"	300	9.4
CN2118300000000	21	183	"Ohio County, KY"	2012		"13,252"	"12,360"	892	6.7
CN2118500000000	21	185	"Oldham County, KY"	2012		"28,665"	"26,761"	"1,904"	6.6
CN2118700000000	21	187	"Owen County, KY"	2012		"5,321"	"4,939"	382	7.2
CN2118900000000	21	189	"Owsley County, KY"	2012		"1,582"	"1,409"	173	10.9
CN2119100000000	21	191	"Pendleton County, KY"	2012		"7,072"	"6,463"	609	8.6
CN2119300000000	21	193	"Perry County, KY"	2012		"11,806"	"10,387"	"1,419"	12
CN2119500000000	21	195	"Pike County, KY"	2012		"25,936"	"23,582"	"2,354"	9.1
CN2119700000000	21	197	"Powell County, KY"	2012		"5,580"	"5,019"	561	10.1
CN2119900000000	21	199	"Pulaski County, KY"	2012		"27,733"	"25,117"	"2,616"	9.4
CN2120100000000	21	201	"Robertson County, KY"	2012		"1,061"	971	90	8.5
CN2120300000000	21	203	"Rockcastle County, KY"	2012		"7,659"	"6,963"	696	9.1
CN2120500000000	21	205	"Rowan County, KY"	2012		"12,807"	"11,871"	936	7.3
CN2120700000000	21	207	"Russell County, KY"	2012		"8,678"	"7,931"	747	8.6
CN2120900000000	21	209	"Scott County, KY"	2012		"23,984"	"22,332"	"1,652"	6.9
CN2121100000000	21	211	"Shelby County, KY"	2012		"21,725"	"20,284"	"1,441"	6.6
CN2121300000000	21	213	"Simpson County, KY"	2012		"9,709"	"8,936"	773	8
CN2121500000000	21	215	"Spencer County, KY"	2012		"8,809"	"8,142"	667	7.6
CN2121700000000	21	217	"Taylor County, KY"	2012		"14,122"	"13,019"	"1,103"	7.8
CN2121900000000	21	219	"Todd County, KY"	2012		"5,571"	"5,132"	439	7.9
CN2122100000000	21	221	"Trigg County, KY"	2012		"6,572"	"6,002"	570	8.7
CN2122300000000	21	223	"Trimble County, KY"	2012		"4,066"	"3,731"	335	8.2
CN2122500000000	21	225	"Union County, KY"	2012		"7,599"	"7,066"	533	7
CN2122700000000	21	227	"Warren County, KY"	2012		"60,547"	"56,377"	"4,170"	6.9
CN2122900000000	21	229	"Washington County, KY"	2012		"5,617"	"5,135"	482	8.6
CN2123100000000	21	231	"Wayne County, KY"	2012		"8,226"	"7,208"	"1,018"	12.4
CN2123300000000	21	233	"Webster County, KY"	2012		"6,392"	"5,900"	492	7.7
CN2123500000000	21	235	"Whitley County, KY"	2012		"15,714"	"14,218"	"1,496"	9.5
CN2123700000000	21	237	"Wolfe County, KY"	2012		"2,430"	"2,119"	311	12.8
CN2123900000000	21	239	"Woodford County, KY"	2012		"12,958"	"12,202"	756	5.8
CN2200100000000	22	1	"Acadia Parish, LA"	2012		"25,826"	"24,391"	"1,435"	5.6
CN2200300000000	22	3	"Allen Parish, LA"	2012		"8,674"	"7,933"	741	8.5
CN2200500000000	22	5	"Ascension Parish, LA"	2012		"53,194"	"50,168"	"3,026"	5.7
CN2200700000000	22	7	"Assumption Parish, LA"	2012		"10,492"	"9,614"	878	8.4
CN2200900000000	22	9	"Avoyelles Parish, LA"	2012		"16,425"	"15,236"	"1,189"	7.2
CN2201100000000	22	11	"Beauregard Parish, LA"	2012		"14,403"	"13,390"	"1,013"	7
CN2201300000000	22	13	"Bienville Parish, LA"	2012		"6,584"	"6,095"	489	7.4
CN2201500000000	22	15	"Bossier Parish, LA"	2012		"56,201"	"53,177"	"3,024"	5.4
CN2201700000000	22	17	"Caddo Parish, LA"	2012		"116,467"	"108,644"	"7,823"	6.7
CN2201900000000	22	19	"Calcasieu Parish, LA"	2012		"92,084"	"86,628"	"5,456"	5.9
CN2202100000000	22	21	"Caldwell Parish, LA"	2012		"4,464"	"4,135"	329	7.4
CN2202300000000	22	23	"Cameron Parish, LA"	2012		"3,070"	"2,908"	162	5.3
CN2202500000000	22	25	"Catahoula Parish, LA"	2012		"4,077"	"3,732"	345	8.5
CN2202700000000	22	27	"Claiborne Parish, LA"	2012		"6,871"	"6,344"	527	7.7
CN2202900000000	22	29	"Concordia Parish, LA"	2012		"7,518"	"6,786"	732	9.7
CN2203100000000	22	31	"De Soto Parish, LA"	2012		"11,336"	"10,397"	939	8.3
CN2203300000000	22	33	"East Baton Rouge Parish, LA"	2012		"218,604"	"204,897"	"13,707"	6.3
CN2203500000000	22	35	"East Carroll Parish, LA"	2012		"2,766"	"2,332"	434	15.7
CN2203700000000	22	37	"East Feliciana Parish, LA"	2012		"7,689"	"7,119"	570	7.4
CN2203900000000	22	39	"Evangeline Parish, LA"	2012		"12,586"	"11,681"	905	7.2
CN2204100000000	22	41	"Franklin Parish, LA"	2012		"7,613"	"6,858"	755	9.9
CN2204300000000	22	43	"Grant Parish, LA"	2012		"9,283"	"8,641"	642	6.9
CN2204500000000	22	45	"Iberia Parish, LA"	2012		"34,476"	"32,508"	"1,968"	5.7
CN2204700000000	22	47	"Iberville Parish, LA"	2012		"12,540"	"11,348"	"1,192"	9.5
CN2204900000000	22	49	"Jackson Parish, LA"	2012		"6,355"	"5,894"	461	7.3
CN2205100000000	22	51	"Jefferson Parish, LA"	2012		"209,855"	"196,881"	"12,974"	6.2
CN2205300000000	22	53	"Jefferson Davis Parish, LA"	2012		"14,587"	"13,815"	772	5.3
CN2205500000000	22	55	"Lafayette Parish, LA"	2012		"117,262"	"111,949"	"5,313"	4.5
CN2205700000000	22	57	"Lafourche Parish, LA"	2012		"49,205"	"47,029"	"2,176"	4.4
CN2205900000000	22	59	"LaSalle Parish, LA"	2012		"7,267"	"6,934"	333	4.6
CN2206100000000	22	61	"Lincoln Parish, LA"	2012		"19,012"	"17,489"	"1,523"	8
CN2206300000000	22	63	"Livingston Parish, LA"	2012		"61,297"	"57,681"	"3,616"	5.9
CN2206500000000	22	65	"Madison Parish, LA"	2012		"4,350"	"3,899"	451	10.4
CN2206700000000	22	67	"Morehouse Parish, LA"	2012		"11,827"	"10,458"	"1,369"	11.6
CN2206900000000	22	69	"Natchitoches Parish, LA"	2012		"16,672"	"15,352"	"1,320"	7.9
CN2207100000000	22	71	"Orleans Parish, LA"	2012		"151,058"	"139,212"	"11,846"	7.8
CN2207300000000	22	73	"Ouachita Parish, LA"	2012		"71,561"	"66,563"	"4,998"	7
CN2207500000000	22	75	"Plaquemines Parish, LA"	2012		"9,135"	"8,579"	556	6.1
CN2207700000000	22	77	"Pointe Coupee Parish, LA"	2012		"9,566"	"8,838"	728	7.6
CN2207900000000	22	79	"Rapides Parish, LA"	2012		"58,085"	"54,400"	"3,685"	6.3
CN2208100000000	22	81	"Red River Parish, LA"	2012		"3,704"	"3,438"	266	7.2
CN2208300000000	22	83	"Richland Parish, LA"	2012		"9,113"	"8,321"	792	8.7
CN2208500000000	22	85	"Sabine Parish, LA"	2012		"9,373"	"8,777"	596	6.4
CN2208700000000	22	87	"St. Bernard Parish, LA"	2012		"18,112"	"16,819"	"1,293"	7.1
CN2208900000000	22	89	"St. Charles Parish, LA"	2012		"24,500"	"23,029"	"1,471"	6
CN2209100000000	22	91	"St. Helena Parish, LA"	2012		"4,345"	"3,863"	482	11.1
CN2209300000000	22	93	"St. James Parish, LA"	2012		"9,607"	"8,708"	899	9.4
CN2209500000000	22	95	"St. John the Baptist Parish, LA"	2012		"19,878"	"18,307"	"1,571"	7.9
CN2209700000000	22	97	"St. Landry Parish, LA"	2012		"37,820"	"35,323"	"2,497"	6.6
CN2209900000000	22	99	"St. Martin Parish, LA"	2012		"23,665"	"22,329"	"1,336"	5.6
CN2210100000000	22	101	"St. Mary Parish, LA"	2012		"23,490"	"21,720"	"1,770"	7.5
CN2210300000000	22	103	"St. Tammany Parish, LA"	2012		"112,202"	"106,324"	"5,878"	5.2
CN2210500000000	22	105	"Tangipahoa Parish, LA"	2012		"53,200"	"49,123"	"4,077"	7.7
CN2210700000000	22	107	"Tensas Parish, LA"	2012		"1,877"	"1,685"	192	10.2
CN2210900000000	22	109	"Terrebonne Parish, LA"	2012		"54,664"	"52,170"	"2,494"	4.6
CN2211100000000	22	111	"Union Parish, LA"	2012		"9,803"	"9,117"	686	7
CN2211300000000	22	113	"Vermilion Parish, LA"	2012		"24,779"	"23,418"	"1,361"	5.5
CN2211500000000	22	115	"Vernon Parish, LA"	2012		"21,770"	"20,345"	"1,425"	6.5
CN2211700000000	22	117	"Washington Parish, LA"	2012		"15,200"	"13,829"	"1,371"	9
CN2211900000000	22	119	"Webster Parish, LA"	2012		"19,310"	"17,928"	"1,382"	7.2
CN2212100000000	22	121	"West Baton Rouge Parish, LA"	2012		"11,198"	"10,441"	757	6.8
CN2212300000000	22	123	"West Carroll Parish, LA"	2012		"4,349"	"3,810"	539	12.4
CN2212500000000	22	125	"West Feliciana Parish, LA"	2012		"4,805"	"4,445"	360	7.5
CN2212700000000	22	127	"Winn Parish, LA"	2012		"6,612"	"6,144"	468	7.1
CN2300100000000	23	1	"Androscoggin County, ME"	2012		"58,224"	"53,926"	"4,298"	7.4
CN2300300000000	23	3	"Aroostook County, ME"	2012		"34,062"	"30,922"	"3,140"	9.2
CN2300500000000	23	5	"Cumberland County, ME"	2012		"161,116"	"151,784"	"9,332"	5.8
CN2300700000000	23	7	"Franklin County, ME"	2012		"14,313"	"12,976"	"1,337"	9.3
CN2300900000000	23	9	"Hancock County, ME"	2012		"29,961"	"27,380"	"2,581"	8.6
CN2301100000000	23	11	"Kennebec County, ME"	2012		"63,859"	"59,381"	"4,478"	7
CN2301300000000	23	13	"Knox County, ME"	2012		"20,984"	"19,558"	"1,426"	6.8
CN2301500000000	23	15	"Lincoln County, ME"	2012		"18,391"	"17,145"	"1,246"	6.8
CN2301700000000	23	17	"Oxford County, ME"	2012		"28,689"	"26,068"	"2,621"	9.1
CN2301900000000	23	19	"Penobscot County, ME"	2012		"79,103"	"72,964"	"6,139"	7.8
CN2302100000000	23	21	"Piscataquis County, ME"	2012		"7,366"	"6,622"	744	10.1
CN2302300000000	23	23	"Sagadahoc County, ME"	2012		"19,077"	"17,821"	"1,256"	6.6
CN2302500000000	23	25	"Somerset County, ME"	2012		"24,831"	"22,407"	"2,424"	9.8
CN2302700000000	23	27	"Waldo County, ME"	2012		"19,711"	"18,025"	"1,686"	8.6
CN2302900000000	23	29	"Washington County, ME"	2012		"14,278"	"12,756"	"1,522"	10.7
CN2303100000000	23	31	"York County, ME"	2012		"112,134"	"104,765"	"7,369"	6.6
CN2400100000000	24	1	"Allegany County, MD"	2012		"36,537"	"33,529"	"3,008"	8.2
CN2400300000000	24	3	"Anne Arundel County, MD"	2012		"305,158"	"286,493"	"18,665"	6.1
CN2400500000000	24	5	"Baltimore County, MD"	2012		"452,683"	"419,821"	"32,862"	7.3
CN2400900000000	24	9	"Calvert County, MD"	2012		"48,093"	"45,332"	"2,761"	5.7
CN2401100000000	24	11	"Caroline County, MD"	2012		"16,491"	"15,103"	"1,388"	8.4
CN2401300000000	24	13	"Carroll County, MD"	2012		"95,491"	"89,547"	"5,944"	6.2
CN2401500000000	24	15	"Cecil County, MD"	2012		"51,078"	"46,810"	"4,268"	8.4
CN2401700000000	24	17	"Charles County, MD"	2012		"80,600"	"75,793"	"4,807"	6
CN2401900000000	24	19	"Dorchester County, MD"	2012		"16,945"	"15,166"	"1,779"	10.5
CN2402100000000	24	21	"Frederick County, MD"	2012		"129,052"	"121,515"	"7,537"	5.8
CN2402300000000	24	23	"Garrett County, MD"	2012		"17,085"	"15,801"	"1,284"	7.5
CN2402500000000	24	25	"Harford County, MD"	2012		"139,513"	"129,802"	"9,711"	7
CN2402700000000	24	27	"Howard County, MD"	2012		"173,703"	"165,028"	"8,675"	5
CN2402900000000	24	29	"Kent County, MD"	2012		"10,886"	"10,074"	812	7.5
CN2403100000000	24	31	"Montgomery County, MD"	2012		"534,178"	"506,730"	"27,448"	5.1
CN2403300000000	24	33	"Prince George's County, MD"	2012		"469,150"	"437,160"	"31,990"	6.8
CN2403500000000	24	35	"Queen Anne's County, MD"	2012		"27,728"	"26,005"	"1,723"	6.2
CN2403700000000	24	37	"St. Mary's County, MD"	2012		"56,394"	"53,047"	"3,347"	5.9
CN2403900000000	24	39	"Somerset County, MD"	2012		"10,914"	"9,789"	"1,125"	10.3
CN2404100000000	24	41	"Talbot County, MD"	2012		"18,886"	"17,458"	"1,428"	7.6
CN2404300000000	24	43	"Washington County, MD"	2012		"71,196"	"65,167"	"6,029"	8.5
CN2404500000000	24	45	"Wicomico County, MD"	2012		"53,135"	"48,563"	"4,572"	8.6
CN2404700000000	24	47	"Worcester County, MD"	2012		"28,318"	"25,021"	"3,297"	11.6
CN2451000000000	24	510	"Baltimore city, MD"	2012		"279,416"	"250,818"	"28,598"	10.2
CN2500100000000	25	1	"Barnstable County, MA"	2012		"121,351"	"112,398"	"8,953"	7.4
CN2500300000000	25	3	"Berkshire County, MA"	2012		"71,631"	"66,814"	"4,817"	6.7
CN2500500000000	25	5	"Bristol County, MA"	2012		"290,492"	"263,376"	"27,116"	9.3
CN2500700000000	25	7	"Dukes County, MA"	2012		"11,665"	"10,860"	805	6.9
CN2500900000000	25	9	"Essex County, MA"	2012		"384,950"	"357,483"	"27,467"	7.1
CN2501100000000	25	11	"Franklin County, MA"	2012		"38,466"	"36,055"	"2,411"	6.3
CN2501300000000	25	13	"Hampden County, MA"	2012		"219,698"	"200,969"	"18,729"	8.5
CN2501500000000	25	15	"Hampshire County, MA"	2012		"86,904"	"82,030"	"4,874"	5.6
CN2501700000000	25	17	"Middlesex County, MA"	2012		"839,137"	"794,517"	"44,620"	5.3
CN2501900000000	25	19	"Nantucket County/town, MA"	2012		"8,182"	"7,695"	487	6
CN2502100000000	25	21	"Norfolk County, MA"	2012		"366,811"	"346,268"	"20,543"	5.6
CN2502300000000	25	23	"Plymouth County, MA"	2012		"264,300"	"246,026"	"18,274"	6.9
CN2502500000000	25	25	"Suffolk County, MA"	2012		"369,620"	"345,228"	"24,392"	6.6
CN2502700000000	25	27	"Worcester County, MA"	2012		"402,240"	"372,043"	"30,197"	7.5
CN2600100000000	26	1	"Alcona County, MI"	2012		"3,800"	"3,323"	477	12.6
CN2600300000000	26	3	"Alger County, MI"	2012		"3,848"	"3,438"	410	10.7
CN2600500000000	26	5	"Allegan County, MI"	2012		"53,201"	"49,316"	"3,885"	7.3
CN2600700000000	26	7	"Alpena County, MI"	2012		"13,384"	"12,145"	"1,239"	9.3
CN2600900000000	26	9	"Antrim County, MI"	2012		"10,330"	"9,263"	"1,067"	10.3
CN2601100000000	26	11	"Arenac County, MI"	2012		"6,862"	"6,036"	826	12
CN2601300000000	26	13	"Baraga County, MI"	2012		"3,719"	"3,110"	609	16.4
CN2601500000000	26	15	"Barry County, MI"	2012		"28,898"	"27,080"	"1,818"	6.3
CN2601700000000	26	17	"Bay County, MI"	2012		"51,768"	"47,363"	"4,405"	8.5
CN2601900000000	26	19	"Benzie County, MI"	2012		"8,291"	"7,459"	832	10
CN2602100000000	26	21	"Berrien County, MI"	2012		"72,468"	"65,940"	"6,528"	9
CN2602300000000	26	23	"Branch County, MI"	2012		"19,128"	"17,509"	"1,619"	8.5
CN2602500000000	26	25	"Calhoun County, MI"	2012		"63,634"	"58,923"	"4,711"	7.4
CN2602700000000	26	27	"Cass County, MI"	2012		"25,042"	"23,145"	"1,897"	7.6
CN2602900000000	26	29	"Charlevoix County, MI"	2012		"12,797"	"11,418"	"1,379"	10.8
CN2603100000000	26	31	"Cheboygan County, MI"	2012		"10,452"	"9,354"	"1,098"	10.5
CN2603300000000	26	33	"Chippewa County, MI"	2012		"16,282"	"14,565"	"1,717"	10.5
CN2603500000000	26	35	"Clare County, MI"	2012		"12,064"	"10,665"	"1,399"	11.6
CN2603700000000	26	37	"Clinton County, MI"	2012		"37,114"	"34,870"	"2,244"	6
CN2603900000000	26	39	"Crawford County, MI"	2012		"5,866"	"5,276"	590	10.1
CN2604100000000	26	41	"Delta County, MI"	2012		"18,363"	"16,695"	"1,668"	9.1
CN2604300000000	26	43	"Dickinson County, MI"	2012		"13,307"	"12,281"	"1,026"	7.7
CN2604500000000	26	45	"Eaton County, MI"	2012		"54,110"	"50,632"	"3,478"	6.4
CN2604700000000	26	47	"Emmet County, MI"	2012		"18,480"	"16,350"	"2,130"	11.5
CN2604900000000	26	49	"Genesee County, MI"	2012		"184,149"	"166,735"	"17,414"	9.5
CN2605100000000	26	51	"Gladwin County, MI"	2012		"9,537"	"8,344"	"1,193"	12.5
CN2605300000000	26	53	"Gogebic County, MI"	2012		"6,946"	"6,235"	711	10.2
CN2605500000000	26	55	"Grand Traverse County, MI"	2012		"46,582"	"42,866"	"3,716"	8
CN2605700000000	26	57	"Gratiot County, MI"	2012		"18,502"	"16,779"	"1,723"	9.3
CN2605900000000	26	59	"Hillsdale County, MI"	2012		"19,203"	"17,388"	"1,815"	9.5
CN2606100000000	26	61	"Houghton County, MI"	2012		"16,403"	"14,956"	"1,447"	8.8
CN2606300000000	26	63	"Huron County, MI"	2012		"15,783"	"14,501"	"1,282"	8.1
CN2606500000000	26	65	"Ingham County, MI"	2012		"141,735"	"130,731"	"11,004"	7.8
CN2606700000000	26	67	"Ionia County, MI"	2012		"29,128"	"26,708"	"2,420"	8.3
CN2606900000000	26	69	"Iosco County, MI"	2012		"9,892"	"8,776"	"1,116"	11.3
CN2607100000000	26	71	"Iron County, MI"	2012		"5,362"	"4,886"	476	8.9
CN2607300000000	26	73	"Isabella County, MI"	2012		"36,771"	"34,309"	"2,462"	6.7
CN2607500000000	26	75	"Jackson County, MI"	2012		"70,432"	"64,420"	"6,012"	8.5
CN2607700000000	26	77	"Kalamazoo County, MI"	2012		"124,854"	"116,115"	"8,739"	7
CN2607900000000	26	79	"Kalkaska County, MI"	2012		"8,003"	"7,234"	769	9.6
CN2608100000000	26	81	"Kent County, MI"	2012		"311,023"	"290,662"	"20,361"	6.5
CN2608300000000	26	83	"Keweenaw County, MI"	2012		952	836	116	12.2
CN2608500000000	26	85	"Lake County, MI"	2012		"3,826"	"3,361"	465	12.2
CN2608700000000	26	87	"Lapeer County, MI"	2012		"39,996"	"35,278"	"4,718"	11.8
CN2608900000000	26	89	"Leelanau County, MI"	2012		"10,292"	"9,527"	765	7.4
CN2609100000000	26	91	"Lenawee County, MI"	2012		"44,053"	"40,143"	"3,910"	8.9
CN2609300000000	26	93	"Livingston County, MI"	2012		"88,142"	"80,595"	"7,547"	8.6
CN2609500000000	26	95	"Luce County, MI"	2012		"2,509"	"2,243"	266	10.6
CN2609700000000	26	97	"Mackinac County, MI"	2012		"5,648"	"5,041"	607	10.7
CN2609900000000	26	99	"Macomb County, MI"	2012		"399,986"	"358,456"	"41,530"	10.4
CN2610100000000	26	101	"Manistee County, MI"	2012		"10,753"	"9,661"	"1,092"	10.2
CN2610300000000	26	103	"Marquette County, MI"	2012		"34,385"	"31,730"	"2,655"	7.7
CN2610500000000	26	105	"Mason County, MI"	2012		"14,532"	"13,218"	"1,314"	9
CN2610700000000	26	107	"Mecosta County, MI"	2012		"19,872"	"18,025"	"1,847"	9.3
CN2610900000000	26	109	"Menominee County, MI"	2012		"12,244"	"11,365"	879	7.2
CN2611100000000	26	111	"Midland County, MI"	2012		"41,829"	"38,846"	"2,983"	7.1
CN2611300000000	26	113	"Missaukee County, MI"	2012		"5,744"	"5,121"	623	10.8
CN2611500000000	26	115	"Monroe County, MI"	2012		"69,315"	"63,772"	"5,543"	8
CN2611700000000	26	117	"Montcalm County, MI"	2012		"24,978"	"22,231"	"2,747"	11
CN2611900000000	26	119	"Montmorency County, MI"	2012		"3,495"	"2,956"	539	15.4
CN2612100000000	26	121	"Muskegon County, MI"	2012		"83,069"	"75,776"	"7,293"	8.8
CN2612300000000	26	123	"Newaygo County, MI"	2012		"21,535"	"19,711"	"1,824"	8.5
CN2612500000000	26	125	"Oakland County, MI"	2012		"587,709"	"534,471"	"53,238"	9.1
CN2612700000000	26	127	"Oceana County, MI"	2012		"13,575"	"12,069"	"1,506"	11.1
CN2612900000000	26	129	"Ogemaw County, MI"	2012		"9,004"	"8,086"	918	10.2
CN2613100000000	26	131	"Ontonagon County, MI"	2012		"2,603"	"2,258"	345	13.3
CN2613300000000	26	133	"Osceola County, MI"	2012		"9,032"	"8,111"	921	10.2
CN2613500000000	26	135	"Oscoda County, MI"	2012		"3,320"	"2,820"	500	15.1
CN2613700000000	26	137	"Otsego County, MI"	2012		"10,770"	"9,596"	"1,174"	10.9
CN2613900000000	26	139	"Ottawa County, MI"	2012		"129,921"	"121,070"	"8,851"	6.8
CN2614100000000	26	141	"Presque Isle County, MI"	2012		"5,640"	"4,853"	787	14
CN2614300000000	26	143	"Roscommon County, MI"	2012		"9,319"	"8,248"	"1,071"	11.5
CN2614500000000	26	145	"Saginaw County, MI"	2012		"90,451"	"82,690"	"7,761"	8.6
CN2614700000000	26	147	"St. Clair County, MI"	2012		"75,028"	"65,873"	"9,155"	12.2
CN2614900000000	26	149	"St. Joseph County, MI"	2012		"27,608"	"25,285"	"2,323"	8.4
CN2615100000000	26	151	"Sanilac County, MI"	2012		"19,393"	"17,470"	"1,923"	9.9
CN2615300000000	26	153	"Schoolcraft County, MI"	2012		"3,588"	"3,139"	449	12.5
CN2615500000000	26	155	"Shiawassee County, MI"	2012		"32,788"	"29,730"	"3,058"	9.3
CN2615700000000	26	157	"Tuscola County, MI"	2012		"25,586"	"23,051"	"2,535"	9.9
CN2615900000000	26	159	"Van Buren County, MI"	2012		"35,781"	"32,373"	"3,408"	9.5
CN2616100000000	26	161	"Washtenaw County, MI"	2012		"182,258"	"171,912"	"10,346"	5.7
CN2616300000000	26	163	"Wayne County, MI"	2012		"816,059"	"720,899"	"95,160"	11.7
CN2616500000000	26	165	"Wexford County, MI"	2012		"13,371"	"11,817"	"1,554"	11.6
CN2700100000000	27	1	"Aitkin County, MN"	2012		"7,346"	"6,778"	568	7.7
CN2700300000000	27	3	"Anoka County, MN"	2012		"190,059"	"178,955"	"11,104"	5.8
CN2700500000000	27	5	"Becker County, MN"	2012		"17,931"	"16,888"	"1,043"	5.8
CN2700700000000	27	7	"Beltrami County, MN"	2012		"22,105"	"20,484"	"1,621"	7.3
CN2700900000000	27	9	"Benton County, MN"	2012		"22,345"	"20,993"	"1,352"	6.1
CN2701100000000	27	11	"Big Stone County, MN"	2012		"2,927"	"2,779"	148	5.1
CN2701300000000	27	13	"Blue Earth County, MN"	2012		"38,393"	"36,527"	"1,866"	4.9
CN2701500000000	27	15	"Brown County, MN"	2012		"15,401"	"14,556"	845	5.5
CN2701700000000	27	17	"Carlton County, MN"	2012		"17,867"	"16,599"	"1,268"	7.1
CN2701900000000	27	19	"Carver County, MN"	2012		"51,008"	"48,370"	"2,638"	5.2
CN2702100000000	27	21	"Cass County, MN"	2012		"13,890"	"12,652"	"1,238"	8.9
CN2702300000000	27	23	"Chippewa County, MN"	2012		"7,404"	"7,028"	376	5.1
CN2702500000000	27	25	"Chisago County, MN"	2012		"28,748"	"26,824"	"1,924"	6.7
CN2702700000000	27	27	"Clay County, MN"	2012		"34,423"	"32,972"	"1,451"	4.2
CN2702900000000	27	29	"Clearwater County, MN"	2012		"4,199"	"3,727"	472	11.2
CN2703100000000	27	31	"Cook County, MN"	2012		"3,203"	"3,013"	190	5.9
CN2703300000000	27	33	"Cottonwood County, MN"	2012		"6,653"	"6,268"	385	5.8
CN2703500000000	27	35	"Crow Wing County, MN"	2012		"32,809"	"30,397"	"2,412"	7.4
CN2703700000000	27	37	"Dakota County, MN"	2012		"231,946"	"219,767"	"12,179"	5.3
CN2703900000000	27	39	"Dodge County, MN"	2012		"11,261"	"10,666"	595	5.3
CN2704100000000	27	41	"Douglas County, MN"	2012		"21,056"	"20,042"	"1,014"	4.8
CN2704300000000	27	43	"Faribault County, MN"	2012		"7,668"	"7,207"	461	6
CN2704500000000	27	45	"Fillmore County, MN"	2012		"11,476"	"10,847"	629	5.5
CN2704700000000	27	47	"Freeborn County, MN"	2012		"16,484"	"15,509"	975	5.9
CN2704900000000	27	49	"Goodhue County, MN"	2012		"25,907"	"24,507"	"1,400"	5.4
CN2705100000000	27	51	"Grant County, MN"	2012		"3,304"	"3,097"	207	6.3
CN2705300000000	27	53	"Hennepin County, MN"	2012		"660,996"	"626,125"	"34,871"	5.3
CN2705500000000	27	55	"Houston County, MN"	2012		"10,663"	"9,996"	667	6.3
CN2705700000000	27	57	"Hubbard County, MN"	2012		"9,332"	"8,554"	778	8.3
CN2705900000000	27	59	"Isanti County, MN"	2012		"20,830"	"19,426"	"1,404"	6.7
CN2706100000000	27	61	"Itasca County, MN"	2012		"23,475"	"21,708"	"1,767"	7.5
CN2706300000000	27	63	"Jackson County, MN"	2012		"7,355"	"7,075"	280	3.8
CN2706500000000	27	65	"Kanabec County, MN"	2012		"8,193"	"7,387"	806	9.8
CN2706700000000	27	67	"Kandiyohi County, MN"	2012		"24,687"	"23,438"	"1,249"	5.1
CN2706900000000	27	69	"Kittson County, MN"	2012		"2,718"	"2,573"	145	5.3
CN2707100000000	27	71	"Koochiching County, MN"	2012		"6,659"	"6,116"	543	8.2
CN2707300000000	27	73	"Lac qui Parle County, MN"	2012		"4,250"	"4,059"	191	4.5
CN2707500000000	27	75	"Lake County, MN"	2012		"6,365"	"6,005"	360	5.7
CN2707700000000	27	77	"Lake of the Woods County, MN"	2012		"2,345"	"2,203"	142	6.1
CN2707900000000	27	79	"Le Sueur County, MN"	2012		"14,557"	"13,530"	"1,027"	7.1
CN2708100000000	27	81	"Lincoln County, MN"	2012		"3,604"	"3,444"	160	4.4
CN2708300000000	27	83	"Lyon County, MN"	2012		"14,993"	"14,309"	684	4.6
CN2708500000000	27	85	"McLeod County, MN"	2012		"19,786"	"18,420"	"1,366"	6.9
CN2708700000000	27	87	"Mahnomen County, MN"	2012		"2,520"	"2,344"	176	7
CN2708900000000	27	89	"Marshall County, MN"	2012		"5,598"	"5,172"	426	7.6
